Page ID	Page Rank	Anchor Text	URL
228	0.0800362103385	['masters program', 'Cornell Information Science', 'uHome', 'uMPS degree in Information Science']	http://www.infosci.cornell.edu/masters-preliminary/index.html
229	0.00730976625525	['uadmissions page', 'uAdmissions']	http://www.infosci.cornell.edu/masters-preliminary/mastersAdmissions.html
230	0.00730976625515	['uCourses', 'uInformation Science courses']	http://www.infosci.cornell.edu/masters-preliminary/mastersCourses.html
231	0.202787456446		http://www.infosci.cornell.edu/masters-preliminary/mastersGeneral.html
232	0.00730976625509	['uDegree requirements', 'ugraduation requirements']	http://www.infosci.cornell.edu/masters-preliminary/mastersRequirements.html
233	0.00593077433357	['uMore News']	http://www.infosci.cornell.edu/news/news.html
234	0.202787456446		http://www.infosci.cornell.edu/pathways/index.html
235	0.198403236806	['research', 'uresearch           groups', 'uIS Research Groups', 'Cornell Information Science']	http://www.infosci.cornell.edu/research/index.html
236	0.0433449477352	['uNext Generation Cybertools']	http://www.infosci.cornell.edu/SIN/cybertools/index.html
237	0.202787456446		http://www.infosci.cornell.edu/SIN/index.html
238	0.0127008823076	['uArts & Sciences Main Menu', 'uInformation Science (Arts &amp; Sciences) ']	http://www.infosci.cornell.edu/ugrad/arts.htm
239	0.00289329713189	['uAdmission to the major ']	http://www.infosci.cornell.edu/ugrad/ArtsAdmissions.htm
240	0.00283567806486	['ucriteria for admission to the major', 'u\\t      criteria for admission to the major', 'ucriteria \\t       for admission to the major']	http://www.infosci.cornell.edu/ugrad/ArtsAffiliationcriteria.htm
241	0.00283567806486	['umajor declaration forms']	http://www.infosci.cornell.edu/ugrad/ArtsAffiliationforms.htm
242	0.202787456446		http://www.infosci.cornell.edu/ugrad/Artsgoodstanding.htm
243	0.00289329713189	['uHonors ']	http://www.infosci.cornell.edu/ugrad/ArtsHonors.htm
244	0.00289329713189	['uGeneral information ']	http://www.infosci.cornell.edu/ugrad/ArtsMajor.htm
245	0.00663189957754	['uDegree requirements', 'ucore courses', 'umajor requirements']	http://www.infosci.cornell.edu/ugrad/ArtsRequirements.htm
246	0.202787456446		http://www.infosci.cornell.edu/ugrad/CALS.htm
247	0.00455082563248	['uAdmission to the major']	http://www.infosci.cornell.edu/ugrad/CALSAdmissions.htm
248	0.00287019873022	['ucriteria for admission to the IS major', 'ucriteria for admission']	http://www.infosci.cornell.edu/ugrad/CALSAffiliationcriteria.htm
249	0.00287019873022	['umajor declaration forms']	http://www.infosci.cornell.edu/ugrad/CALSAffiliationforms.htm
250	0.202787456446		http://www.infosci.cornell.edu/ugrad/CALSgoodstanding.htm
251	0.00455082563248	['uHonors']	http://www.infosci.cornell.edu/ugrad/CALSHonors.htm
252	0.202787456446		http://www.infosci.cornell.edu/ugrad/CALSMajor.htm
253	0.00945237694362	['uDegree requirements', 'ucore courses', 'u B.S. in Information Science', 'umajor requirements']	http://www.infosci.cornell.edu/ugrad/CALSRequirements.htm
254	0.112769728672	['uConcentration/Minor']	http://www.infosci.cornell.edu/ugrad/concentrations.html
255	0.0867238026162	['uFAQs']	http://www.infosci.cornell.edu/ugrad/FAQs.htm
256	0.00350992020898	['uRana Glasgal']	http://www.infosci.cornell.edu/ugrad/Glasgal.htm
257	0.198403236759	['undergrad programs', 'undergraduates', 'uMajors', 'undergraduate major', 'Cornell Information Science', 'home']	http://www.infosci.cornell.edu/ugrad/index.html
258	0.0867238026038	['uIS Careers', 'uIS careers page']	http://www.infosci.cornell.edu/ugrad/ISCareers.htm
259	0.0867238026029	['uPotential Employers']	http://www.infosci.cornell.edu/ugrad/ISEmployers.htm
260	0.0867238026021	['uProfessional Associations']	http://www.infosci.cornell.edu/ugrad/ISLinks.htm
261	0.086695651494	['uIS Professionals', 'uIS Professionals Homepage']	http://www.infosci.cornell.edu/ugrad/ISProfessionals.htm
262	0.0867238026009	['uInformation Science, <br />, u &nbsp; &nbsp; &nbsp;Student Association ', 'uIS/ISST Student Association ']	http://www.infosci.cornell.edu/ugrad/ISSA.htm
263	0.00871537211096	['uInformation Science, Systems, and Technology             (Engineering) ', 'uISST Main Menu']	http://www.infosci.cornell.edu/ugrad/isst.htm
264	0.00285717942288	['uAdmission to the major']	http://www.infosci.cornell.edu/ugrad/ISSTAdmissions.htm
265	0.00283507610304	['ucriteria for admission to the major', 'ucriteria for admission to \\t            the major']	http://www.infosci.cornell.edu/ugrad/ISSTAffiliation.htm
266	0.00283507610304	['uaffiliation forms', 'u \\t  \\t    affiliation forms ']	http://www.infosci.cornell.edu/ugrad/ISSTAffiliationforms.htm
267	0.00285717942288	['uCriteria for good standing']	http://www.infosci.cornell.edu/ugrad/ISSTgoodstanding.htm
268	0.00285717942288	['uHonors ']	http://www.infosci.cornell.edu/ugrad/ISSTHonors.htm
269	0.00285717942288	['uGeneral information ']	http://www.infosci.cornell.edu/ugrad/ISSTMajor.htm
270	0.00733262229114	['uB.S. in Information Science, Systems and Technology,', 'uDegree requirements', 'umajor requirements']	http://www.infosci.cornell.edu/ugrad/ISSTRequirements.htm
271	0.00350992020844	['uMarcia Davis Kerchner']	http://www.infosci.cornell.edu/ugrad/Kerchner.htm
272	0.00350992020844	['uWill Kruse']	http://www.infosci.cornell.edu/ugrad/Kruse.htm
273	0.0864148578761	['uIS/ISST in the News', 'uarticles']	http://www.infosci.cornell.edu/ugrad/newsarticles.htm
274	0.023170854307	['uINFO 2450', 'uINFO 3490', 'uINFO 3561', 'uINFO 3650', 'uINFO 4290', 'uINFO 4450', 'uINFO 4500', 'uINFO 4910', 'uINFO 5150', 'uINFO 6450', 'uINFO 6500', 'uINFO 6648', 'uINFO 7900', 'uINFO 9900']	http://www.infosci.cornell.edu/ugrad/nowebsite.htm
275	0.00350992020844	['uMimi Recker']	http://www.infosci.cornell.edu/ugrad/Recker.htm
276	0.202787456446		http://www.infosci.cornell.edu/ugrad/sampleSched_Agg.html
277	0.202787456446		http://www.infosci.cornell.edu/ugrad/sampleSched_Arts.html
278	0.202787456446		http://www.infosci.cornell.edu/ugrad/sampleSched_Engin.html
279	0.112769728653	['uContact Information']	http://www.infosci.cornell.edu/ugrad/ugradContact.html
280	0.00348432056641	['uContact']	http://weblab.infosci.cornell.edu/contact.html
281	0.00348432056406	['uContributors']	http://weblab.infosci.cornell.edu/contributors.html
282	0.00348432056233	['uTools and documentation']	http://weblab.infosci.cornell.edu/documentation.html
283	0.00348432056106	['uHome']	http://weblab.infosci.cornell.edu/index.html
284	0.00348432056012	['uOverview']	http://weblab.infosci.cornell.edu/overview.html
285	0.00348432055943	['uUse policy']	http://weblab.infosci.cornell.edu/policy.html
286	0.00348432055892	['uPublications']	http://weblab.infosci.cornell.edu/publications.html
287	0.00348432055854	['uStatus', 'ustatus']	http://weblab.infosci.cornell.edu/status.html
